shadjamam|షడ్జమం  
Krishnaa nee begane baaro|కృష్ణా నీ బెగనే  బారొ
Krishnaa yanucu|కృష్ణాన యనుచు
Krishnam kalaya saki|కృష్ణం కలయ సఖి
Krpa Jucutaku Velara|కృప జుచుటకు  వెలర
Krpa joocutaku|కృప జూచుటకు 
Krpaanidhe|కృపానిదే 
Krpaasaagaram|కృపాసాగరం 
Krpai paarayyaa|కృపై పారయ్యా 
Krpalavala Kaladhara|కృపలవల కలధర 
Krpalaya Shri Guru Madhvaraya|కృపలయ   శ్రీ గురు మధ్వరయ 
Krshnaa maakemi|కృష్ణా  మాకేమి
Krsnananda Mukunda Murare|కృష్ణనంద  ముకుంద మురారే 
Krti Vasase|కృతి వససే 
Krti vaasase|కృతి  వాససే
Krupanidhae kurpajaladhe|కృపానిధయే కుప్రజలదే 
Krupaya Palaya|కృపయ పలయ 
Krusna Candra|కృష్ణ చంద్ర 
Ksheenamai tiruga|క్షీణమై తిరుగ 
Ksheeraabdi kannige|క్షీరాబ్ది కన్నిగె 
Ksheeraabdi kanyakaku|క్షీరాబ్ది కన్యకకు 
Ksheerasaagara shayana|క్షీరసాగర శయన 
Ksheerasaagara shayana vakshasthala|క్షీరసాగర శయన వక్షస్థల 
Ksheerasaagara vihaara|క్షీరసాగర విహార
Kshetra Palaka Ksema|క్షేత్ర పలక క్సెమ  
Ksinamai Tiruga Janmincu|కసినమై  తిరుగ జన్మించు 
Ksira Sagara Shayana|కసిర  సాగర శయన 
Ksira Sagara Shayi|కసిర సాగర షయి
Ksira Sagara Vihara|కసిర సాగర విహార
Ksitija Ramanam Cintaye|క్షితిజ రమణం చింతయే 
Kucela paripaala|కుచేల పరిపాల 
Kula birudunu|కుల బిరుదును 
Kulabirudunu Brocukommu|కులబిరుదును  బ్రోచుకొమ్ము 
Kumaran Tal|కుమరన్ తల్ 
Kumaran taal|కుమరన్ తాల్ 
Kumarasvaminam Guruguham|కుమారస్వామినం గురుగుహం 
Kumaruni Valenu|కుమరుని వలెను
Kumbheshvaraya Namaste|కుంభేశ్వరయ నమస్తే 
Kunran kudi|కున్రాన్ కుడి 
Kunruruva Vel Vangi|కున్రురువ వెల్ వంగి 
Kurai onrum illai|కురై ఒన్ఱుమ్ ఇల్లై 
Kuvalaya Dala Nayana|కువలయ దల నయన
Kuvalayaakshiro (padam)| కువలయాక్షిరొ   (పదమ్)
Kuvalayadala|కువలయదల
Kuvalayaksi Kushalam-varna|కువలయక్సి  కుశలం-వర్ణం
Kuvi Azhaikka Kudada|కువి అజయ్క్క కుదద 
Kuzhaloodi Manamellaam|కుజ్హలూడి మనమెల్లం
Kuzhaloodi manamellaam|కుజ్హలూడి మనమెల్లం
Kuzhaloshai Ketka|కుజలొషై కెట్క 
Kuzhandai kadavulai|కుజనదై  కడవులై
Laalaagaanu joocu|లాలాగాను జూచు 
Laali laalayya|లాలి లాలయ్య 
Laali laaliyani|లాలి లాలియని 
Laali yugavayyaa|లాలి యుగవయ్యా 
Laali yugave|లాలి యుగవే
Laavanya raama|లావణ్య  రామ 
Laksanamulu Gala Shri|లక్షనములు గల శ్రీ 
Lakshanamulu|లక్షనములు 
Lalaataaksa|లలాటాక్స 
Lali Lalayya Lali|లాలి లలయ్య లాలి
Lali Laliyani Yucedara|లాలి లలియని యుచేదర
Lali Yugave Mapali Daivama|లాలి యుగవే మపాలి  దైవమ
Lalita Parameshvari|లలిత పరమేశ్వరి
Lalitaambe|లలితాంబే 
Lalitambe Shri Mate|లలితాంబే శ్రీ మతే 
Lalitambikam Cintayamyaham|లలితంబికం  చింతయమ్యహం
Lalite Shri Pravrddhe|లలితె శ్రీ ప్రవృద్ధే 
Lalite shree|లలితె  శ్రీ 
Lambodara|లంబోదర
Lambodara Maha Ganesha|లంబోదర మహా గణేష 
Lambodara Sodara|లంబోదర సోదర
Lambodara sodaraa|లంబోదర సోదరా
Lambodaram Avalanbe|లంబోదరం అవలంబే 
Lambodaraya Namaste|లంబోదరయ  నమస్తే
Lavanya Rama Kannulara|లావణ్య రామ కన్నులర 
Lekana Ninnu Juttuukonnaru|లెకన  నిన్ను జుట్టుకొన్నరు 
Lekanaa ninnu|లెకనా నిన్ను
Lemidelpa Peddalevaru|లెమిదెల్ప పెద్దలెవరు 
Lemidelpa pedda|లెమిదెల్ప పెద్ద 
Lilaganu Jucu Gunashilula|లీలగను జుచు గుణశీలుల 
Lokavana Catura Pahimam|లోకవన చతుర పాహిమాం 
Lokavana catura|లోకవన చతుర
Ma Dayai Nidhiyenum|మ దయై నిధియనుమ్ 
Ma Janaki Cettabattaga|మ జనకి  చెత్తబట్టగ 
Ma Kulamununakihapara|మ కులమునునకిహపర 
Ma Ma Ni Ni|మ మ ని ని
Ma Madhura|మ మధుర
Ma Ramacanduniki Jayamangalam|మ రామచంద్రునికి జయమంగళం
Ma Ramanan Uma Ramanan|మ రమనన్  ఉమ రమనన్
Maa jaanaki|మా జానకి 
Maa kulamuna|మా  కులమున
Maa madhura|మా  మధుర
Maa mahaapaarata|మా  మహాపారత 
Maa raamacandruniki|మా రామచంద్రునికి 
Maa ramanan|మా  రమనన్ 
Maadhava Hridi|మాధవ హ్రిది 
Maadhava hare|మాధవ హరే 
Maadhava hridi (version 1)|మాధవ హ్రిది  (వర్షన్ 1)
Maadhava hridi (version 2)|మాధవ హ్రిది (వెర్షన్ 2)
Maadhava maamava (laali)|మాధవ మామవ  (లాలి)
Maakelaraa vicaaramu|మాకెలరా  విచారము
Maal marugaa|మాల్ మరుగా 
Maal marugan (varnam)|మాల్  మరుగన్  (వర్ణం)
Maalaaginen velavaa|మాలాగినేని వెలవా 
Maamava maheshwari|మామవ  మహేశ్వరి 
Maamava pattaabhiraama|మామవ పట్టాభిరామ 
Maamava raghuraama|మామవ రఘురామ 
Maamava satatam|మామవ సతతం 
Maamava vidyaadhiraaja|మామవ విద్యాధిరాజ 
Maamavasadaa jananee|మామవసదా జననీ 
Maamavatu shree|మామవతు  శ్రీ
Maamayoora meedil eri|మామయూర మీడిల్ ఏరి 
Maanamu kaavalenu|మానము కావలెను 
Maanamu ledaa|మానము లెదా 
Maanasa guruguha|మానస  గురుగుహ 
Maanasa sancarare|మానస సంచరరే 
Maanasa shaashvata|మానస శాశ్వత 
Maane moham (varnam)|మానె  మొహం  (వర్ణం)
Maanida janmam|మానిద జన్మం 
Maapaala velasi ika|మాపాల వెలసి ఇక 
Maapati naamamu|మాపతి నామము 
Maaravairi ramani|మారవైరి  రమని 
Maargam kaattiduvaai|మార్గం కాట్టిడువాయ్ 
Maargamu telupave|మార్గము తెలుపవె 
Maarubalka kunna|మారుబల్క కున్న 
Maataada baaradeno|మాటాడ బారడెనో 
Maataadavemi naato|మాటాడవేమి నాతొ 
Maatanga vadanaa|మాతంగ వదనాా
Maate malayadwaja (daru varnam)|మాతే మలయధ్వజ (దరు వర్ణం)
Maati maatiki|మాతి మాతికి 
Maavoor valam|మావూర్   వలం 
Maavoor valar|మావూర్  వలర్
Maayaa ateeta|మాయా అతీత 
Maayaa maanusha|మాయా మానుష 
Maayanai mannu|మాయనై మన్ను 
Maaye citkale (note)|మాయె  చిట్కాలే (స్వరం)
Maaye tvam|మాయె త్వం 
Madanaanga mohana|మదనాంగ మోహన 
Madarai Ninaiyade|మదరై నినైయదే 
Madhava Maya|మధవ మయ  
Madhukaitabha Samhartri|మధుకైతభ సంహారత్రి 
Madhura madhura|మధుర మధుర
Madhuram Madhuram|మధురం మధురం
Madhuramba Jayati|మధురంబ జయతి
Madhurambikayam|మధురాంబికాయం 
Madhurapura Nayike|మధురపుర నయికే 
Madhurapuri Kalyani|మధురపురి కళ్యాణి 
Madhusudanam Aham|మధుసుదనం అహం 
Madilona yocana|మదిలోన యోచన 
Maduraapura naayike|మధురాపుర నాయికే 
Maguva Nine Kori|మగువ నినె కొరి 
Maha Ganapate|మహా గణపతే
Maha Ganapate Palayashu|మహా గణపతే పాలయశు 
Maha Ganapati Va Va|మహా గణపతి వ వ
Maha Ganapatim Manasa Smarami|మహా గణపతిం మనస స్మరమి 
Maha Ganapatim Vande|మహా గణపతిం వందే 
Maha Ganesham|మహా గణేశం 
Maha Laksmi Karunarasalahari|మహా లక్ష్మి  కరుణరసలహరి 
Maha Tripurasundari|మహా త్రిపురసుందరి
Mahaa ganapate|మహా గణపతే
Mahaa ganapati|మహా గణపతి
Mahaa ganapatim|మహా గణపతిం
Mahaa tripurasundari|మహా త్రిపురసుందరి
Mahaabala girisham|మహాబల గిరిషం
Mahaabalaadhi|మహాబలాధి 
Mahaabaleshvara|మహాబలేశ్వర
Mahaadeva shiva|మహాదేవ శివ 
Mahaadeva shiva shambho|మహాదేవ శివ శంభో
Mahaadhevam|మహాదేవం 
Mahaakaali|మహాకాలి 
Mahaaragjni|మహారాగ్జ్ని 
Mahabaladi Nilaye|మహాబలది నిలయే 
Mahadeva Kancipuradhisha|మహాదేవ కాంచిపురాధీశ 
Mahadeva Shiva Shambho|మహాదేవ శివ శంభో
Mahadeva Sutam Aham|మహాదేవ సుతం అహం 
Mahadevena Palitosmyaham|మహాదేవేన పాలితోస్మ్యహం 
Mahaganapatim Bhajeham|మహాగణపతిమ్ భజేహం 
Mahaakaali Mahaaragjni|మహాకాలి  మహారాజ్జ్ని 
Mahalaksmi Jaganmata|మహాలక్ష్మి జగన్మత 
Mahaniya Madhura|మహనీయ మధుర
Mahaniya Manas-sulive|మహనీయ మానస్ - సులివే 
Maharagjni Mahalakshmi|మహారాజ్జ్ని  మహాలక్ష్మి
Mahasuram Ketum|మహాసురమ్ కేతుం
Mahatmule Teliyaleru|మహాత్ములే  తెలియలేరు
Mahavishnu Sodari|మహావిష్ణు సోదరి 
Mahilo Amba Nidu Mahimatishayamenna|మహిలో అంబ నీదు  మహిమతిశయమెన్న 
Mahima Dakkincukovayya|మహిమ దక్కించుకోవయ్యా 
Mahima dakkincukovayya|మహిమ దక్కించుకోవయ్యా 
Mahisasura Mardhini-varnam|మహిసాసుర  మర్ధిని -వర్ణం 
Mahishasura Mardani|మహిషాసుర మర్దిని
Mahita Pravrddha Shrimati|మహిత ప్రవృద్ధ  శ్రీమతి
Mahita pravrddha|మహిత ప్రవృద్ధ 
Maitreem bhajata|మైత్రీమ్ భజత
Makelara Vicaramu|మకెలర  విచరము
Mal Maruga Sanmukha|మల్ మరుగ షణ్ముఖ 
Mal Marugan Murugan|మల్ మరుగన్ మురుగన్
Malaginen Velava|మలగినేన్   వెలవ
Malaiyaade maname|మలైయాదె  మనమె 
Malaiyade Maname|మలైయాదె  మనమె 
Malarinai Tunaiye|మలరినై తునైయే 
Malarinai tunaiye|మలరినై తునైయే 
Mama Acaryam|మమ ఆచర్యం 
Mama Hrdaye Vihara Dayalo|మమ హ్రదయే  విహార దయాలో
Mama Kuleshvaram|మమ కులేశ్వరం 
Mamava Ganalola|మమవ గణలోల 
Mamava Jagadisvara|మమవ జగదీశ్వర
Mamava Karunaya|మమవ కరుణయ 
Mamava Minaksi Rajamatangi|మమవ మినాక్సి  రాజమాతంగి 
Mamava Padmanabham|మమవ పద్మనాభం
Mamava Pattabhirama|మమవ పట్టాభిరామ 
Mamava Raghurama|మమవ రఘురామ
Mamava Raghuvira Martyavatara|మమవ రఘువీర మర్త్యవతర 
Mamava Sada Janani|మమవ సద జనని
Mamava Sada Karunaya|మమవ సద కరుణయ 
Mamava Sada Varade|మమవ సద వరదే
Mamava Sarasvati|మమవ సరస్వతి
Mamava Satatam Raghunatha|మమవ సతతం రఘునాథ
Mamavasrita|మమవాస్రిత 
Mamavasu Govinda|మమవాసు  గోవింద
Mamavatu Shri Sarasvati|మమవతు శ్రీ సరస్వతి
Mammu Brocu Patla|మమ్ము  బ్రోచు పట్ల 
Mana malar (jaavali)|మన  మలర్ (జావలి)
Manade Maravade|మనదె మరవడే 
Manade maravaade|మనదె  మరవాడే 
Manadirk-kughandadu|మణదీర్క్  - కుఘండదు  
Manadirkkishainda|మణ్డిర్కిషయింద 
Manadirkkishainda Manalan|మణ్డిర్కిషయింద మనలన్ 
Manadirku Ughandadu|మనడిర్కు ఉఘండదు 
Manadu Kalangade|మనదు కాలంగదె 
Manam Irangada|మనం  ఇరంగద 
Manamadanguvade|మనమదంగువదె
Manamalar Alittu Maiyal|మనమలర్ అలిట్టు మైయల్ 
